customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,public_id
361aff57-8a5f-4229-b4f5-f52544178dc7,63,male,premium,6.97,31,north america,tablet,17.99,True,crypto,1,0.22,romance,ABC3D593
900034d1-e7de-4e99-914e-4ad863061834,64,female,standard,3.66,6,africa,mobile,13.99,False,paypal,1,0.52,romance,28FC0D14
6082e011-4f6d-4acb-93f2-3bfefd532880,58,female,basic,30.85,46,north america,mobile,8.99,False,debit card,5,0.66,action,2B1431F7
4c7d404a-ebd5-4881-9fb5-302ad47f2fb8,31,male,standard,1.77,34,europe,tv,13.99,True,paypal,3,0.05,sci-fi,5740408C
33146637-8d6b-4a63-b0be-65c67a894825,62,other,standard,16.65,41,north america,tablet,13.99,True,debit card,3,0.4,romance,481646EB
746cea20-f12a-4b78-900d-fe19b5eaf91d,35,male,standard,25.08,2,oceania,tv,13.99,False,crypto,5,8.36,action,F21ABFC9
44361538-0ea0-4b91-bef5-4c5af2dc15bd,34,other,standard,23.2,18,asia,tablet,13.99,False,debit card,1,1.22,comedy,F738FF83
05e8a643-0a5c-4413-ae75-a4dcdccf9c62,65,other,premium,37.82,31,oceania,tablet,17.99,False,gift card,3,1.18,sci-fi,AC17693D
85b74247-a98b-47b1-91ba-8b7db3c3662c,68,male,standard,28.44,55,europe,laptop,13.99,False,crypto,3,0.51,romance,C3B3F998
aaf3513b-97c7-46fa-b889-0d78c2ca0be7,46,other,standard,13.38,3,south america,laptop,13.99,False,credit card,2,3.35,romance,0ED59AC1
62d2ca00-38a2-4f3b-a517-e212fb24e26e,62,female,standard,14.8,40,south america,mobile,13.99,True,crypto,5,0.36,drama,75144029
005b6afc-cff9-432f-ae0e-265d9acb5a59,63,other,premium,3.39,57,south america,mobile,17.99,True,paypal,4,0.06,sci-fi,60B4DD4C
4dbbc3f7-6ede-48ad-bf36-84c7e9188e3c,62,female,premium,13.15,11,oceania,desktop,17.99,False,debit card,1,1.1,comedy,50229906
60559c1a-4093-4379-9e24-d2f033256395,41,male,basic,15.26,21,south america,desktop,8.99,False,debit card,5,0.69,drama,9D65EFF3
842cacde-7763-4505-bef1-538dedd13be7,27,other,premium,79.17,12,south america,tablet,17.99,False,debit card,2,6.09,drama,5139D7B8
73772dd0-a793-479a-a5fa-51423747291a,60,female,basic,9.13,43,north america,laptop,8.99,True,debit card,1,0.21,documentary,4496CFAD
52aa9ac1-8625-4421-8d2c-3ed00cf83389,60,male,premium,3.29,20,asia,mobile,17.99,True,debit card,2,0.16,drama,FA04CB83
72452f35-f1ef-4881-a0f6-df6de0351844,58,female,standard,9.52,51,europe,laptop,13.99,True,paypal,1,0.18,sci-fi,211FAFCC
fdf130c6-cd3c-434b-abbf-4645c8ca928d,18,male,standard,3.56,23,oceania,tablet,13.99,False,debit card,4,0.15,horror,E67A3761
f3dd9f07-99ca-4425-8eaa-62f1a949e8b1,48,other,premium,11.1,41,africa,mobile,17.99,True,gift card,5,0.26,documentary,3B47E02E
f67b2663-cc48-4d48-a855-fc3e1e323a0f,26,other,standard,23.13,27,oceania,mobile,13.99,False,debit card,2,0.83,documentary,E7B8697B
da8c00ec-40b0-400a-90b6-ed24b0b37c89,21,male,premium,9.91,27,asia,desktop,17.99,False,debit card,2,0.35,sci-fi,FC57CCE1
6be0b14c-eaea-4580-b845-457df93bb828,46,other,basic,6.22,36,asia,laptop,8.99,True,credit card,2,0.17,horror,54CA04FA
134e6a09-9723-4652-9213-fbfecaa84377,62,female,premium,0.45,20,europe,tablet,17.99,False,debit card,5,0.02,sci-fi,4E568858
31563b13-7c8d-41c6-bdf2-6a1a554574cd,35,female,standard,17.53,38,oceania,laptop,13.99,True,credit card,1,0.45,action,D6C11BB9
ce40f5f8-42ee-44e2-b754-bd3a626cf48d,61,female,standard,4.52,21,europe,tablet,13.99,True,crypto,2,0.21,drama,CB9775B6
2682c90e-8e16-4cb6-88ae-1348cd5a62fb,37,male,basic,9.69,24,asia,mobile,8.99,False,credit card,4,0.39,horror,E3F41410
84cbf173-d71c-49cf-b015-0ea96838663a,46,female,standard,5.78,4,asia,laptop,13.99,False,credit card,2,1.16,sci-fi,A562A858
55587cf4-5322-467e-8066-2ac35e023421,41,female,premium,18.87,9,europe,tv,17.99,False,gift card,3,1.89,documentary,2DDA267F
72c5f29b-8e0a-4b81-99c2-6db14fd602a6,21,female,premium,4.89,3,oceania,desktop,17.99,False,debit card,4,1.22,sci-fi,A946E2D1
f1e8f248-727d-47f5-92da-d6f7610cfc5b,55,female,premium,1.66,54,oceania,tv,17.99,True,paypal,4,0.03,drama,F7E0379A
1cb5c1a8-8724-4edc-8255-06b1152f5dea,64,female,premium,4.42,17,south america,laptop,17.99,True,crypto,3,0.25,horror,77DC0A65
72e27837-1995-4843-8284-fadf89a8cfe8,36,other,premium,13.38,22,north america,mobile,17.99,False,gift card,4,0.58,documentary,D44BCF87
40e78b9f-b88b-4eb9-b6dd-f288901b072d,67,female,premium,9.87,6,europe,tv,17.99,False,paypal,3,1.41,action,26B6AA2E
c82cb034-7c20-47af-901e-91379d90a183,23,female,premium,23.6,56,south america,tv,17.99,False,paypal,4,0.41,sci-fi,A04200EA
6d9e258d-3110-475f-ac1c-1eba0f56b7e8,19,male,basic,3.89,33,north america,mobile,8.99,True,credit card,1,0.11,romance,90F7151F
a9661b26-d812-406e-a1e2-58f640879a0a,20,other,premium,3.4,33,africa,tablet,17.99,True,crypto,5,0.1,drama,0A69ED83
747d7b40-97b1-4207-923c-72d5c3e65343,50,female,standard,3.58,54,europe,tablet,13.99,True,credit card,4,0.07,romance,09AFBCF1
8ba94dad-4f0e-4aaf-b8d5-c8b4deb2195b,33,other,premium,31.11,39,south america,mobile,17.99,False,crypto,4,0.78,comedy,EF4ED62E
cd2fbe59-0226-47ac-83f9-3aad8fdd9fd1,31,other,premium,2.81,39,europe,desktop,17.99,True,credit card,5,0.07,horror,271C4BFC
e443c6b3-1d47-4274-b231-23f2ffe08dc9,20,male,standard,9.87,29,africa,desktop,13.99,False,paypal,3,0.33,documentary,D98AD143
7fdace55-3767-41d2-85d3-e43a5eddede6,18,female,basic,35.52,40,south america,tablet,8.99,False,crypto,3,0.87,action,0E7A7B8A
85d2824e-34b3-4e81-8e27-d1426f49ae4b,31,male,premium,4.6,1,south america,desktop,17.99,False,gift card,1,2.3,sci-fi,1592AF43
4b1e6601-b97e-479b-b01c-5228f3c6681e,47,other,premium,14.24,37,africa,tablet,17.99,True,gift card,2,0.37,documentary,DB870800
fa19687b-872c-4163-a900-59f1b4098ed9,49,female,basic,2.9,46,asia,mobile,8.99,True,debit card,2,0.06,horror,2E072E9B
90b17b2a-6b37-4913-acb5-70b9a7fb7400,30,female,basic,24.74,17,oceania,laptop,8.99,False,credit card,5,1.37,comedy,6BAEBA8C
f2d0a49a-a99d-440c-8495-66a3e2e4d7f9,22,other,basic,2.93,27,asia,tv,8.99,True,gift card,2,0.1,sci-fi,708FA0BB
79f6a459-5e71-40e9-831a-8657ed6f160b,61,other,standard,5.98,1,north america,tablet,13.99,False,gift card,5,2.99,romance,B0FB635A
fd3c898e-3bfd-453b-b00e-839eaf2dd443,59,other,premium,24.59,49,north america,desktop,17.99,False,crypto,3,0.49,romance,54A950BD
d88332b4-4d6a-49a9-a74c-55a5d43f3785,42,male,premium,18.17,2,south america,laptop,17.99,False,crypto,4,6.06,sci-fi,12D8EA46
ad1d5a11-4a28-49fe-ab0d-9d9708af9ae4,21,female,basic,13.97,14,north america,laptop,8.99,False,credit card,3,0.93,romance,DF8C208C
f5a0302a-6df7-4cad-b563-199ad2af75da,35,male,basic,4.58,42,south america,tablet,8.99,True,credit card,4,0.11,romance,83045C7B
2dab7db6-0652-42aa-9bbd-c685fadca648,32,other,basic,17.18,22,africa,tv,8.99,False,crypto,4,0.75,romance,C6B7ED6F
123f622f-26f1-431d-bc19-2219c6e7fc86,65,female,premium,4.89,6,asia,tv,17.99,False,gift card,1,0.7,documentary,85172C07
4b9d865e-50f1-447e-8e49-89d2c6acd3b3,59,other,standard,6.77,22,oceania,tablet,13.99,False,debit card,1,0.29,sci-fi,CB2E1A9B
4891e3c6-f53b-45af-ad62-12572f687302,70,other,basic,1.28,52,asia,mobile,8.99,True,credit card,5,0.02,action,6A5C86FA
2e3a45b3-b511-42dd-b3e3-e9ce9d182b7a,63,male,premium,8.54,51,north america,tablet,17.99,False,credit card,5,0.16,documentary,D1B1295A
5519a119-ca14-4ca1-9518-40ab23d4ea93,29,other,basic,17.58,2,europe,desktop,8.99,False,paypal,1,5.86,action,3D701EAB
ccaded82-6e9b-4863-b165-cb90cb39fd26,30,other,basic,9.28,44,north america,tablet,8.99,True,paypal,4,0.21,action,C99511C2
52c7f909-500a-4c6d-851d-e504c27ec859,52,other,basic,6.18,41,south america,tablet,8.99,True,gift card,3,0.15,comedy,7EA6F1C1
d019bb17-c284-4b18-b15e-a8625a16d93f,49,other,standard,5.88,40,north america,mobile,13.99,True,crypto,2,0.14,action,B219931F
efe01bcd-e159-4494-a1d3-6e8432a0c269,33,male,standard,2.86,30,europe,tablet,13.99,True,gift card,5,0.09,drama,0F74DF3E
552fb14c-c171-4f05-895a-61d49233686b,22,female,basic,3.71,28,europe,tv,8.99,True,crypto,1,0.13,horror,C412704E
99e08a07-d0de-46c9-997d-1fb9452bea46,29,male,basic,1.7,43,south america,mobile,8.99,True,debit card,5,0.04,horror,53B0117A
45291e8c-5116-4068-9168-545eecfaf691,67,female,standard,1.02,20,europe,laptop,13.99,True,gift card,1,0.05,sci-fi,C706C5AC
00477256-578d-4abd-8ed8-3a5e75539e7a,53,female,premium,1.36,35,south america,mobile,17.99,True,gift card,2,0.04,romance,0BB792ED
a8f0268f-cb07-4c40-9fde-dbe0f1c737fc,40,male,premium,12.26,3,north america,mobile,17.99,False,debit card,5,3.06,romance,6F18A6E1
3b237337-1044-4e5d-a612-e1a9e5f6eb36,56,other,premium,1.43,16,europe,laptop,17.99,True,debit card,2,0.08,action,D307DCD2
80e4a598-68b9-48e1-8bc0-4dbfa54d769e,35,female,basic,26.9,49,south america,desktop,8.99,False,gift card,2,0.54,drama,918C2628
33563d42-7f51-405c-8328-8cd881128656,54,male,basic,3.13,16,oceania,tv,8.99,True,credit card,5,0.18,drama,B683BCF9
4949efaa-be29-41cc-a0ee-683eaa53f442,19,other,basic,3.72,11,asia,desktop,8.99,True,crypto,5,0.31,documentary,4ACF7A1C
4cea2a42-ffdf-49e0-a1c0-5a13b3bdffe3,28,male,premium,16.17,46,africa,laptop,17.99,True,crypto,4,0.34,horror,736D951A
e301bbbc-80e3-4e8a-9016-545ab980b0cf,19,other,basic,5.18,43,europe,tablet,8.99,True,paypal,4,0.12,horror,2D19EA45
5945dc09-1b5b-4511-ac0d-20135699628e,34,male,basic,1.89,59,asia,tablet,8.99,True,credit card,5,0.03,action,9CB850D1
69281385-44f2-48fb-abf2-dc483ee5be8b,19,male,premium,8.03,1,asia,tv,17.99,False,gift card,3,4.01,drama,DC5BE0FE
844f2522-32e3-4f44-a960-cd0c13881618,45,other,basic,3.4,27,north america,laptop,8.99,True,crypto,3,0.12,sci-fi,E7128B40
8bc108d0-ddb9-4aa9-8c28-081008f38cb6,50,other,basic,0.11,1,south america,tablet,8.99,True,gift card,2,0.06,sci-fi,21F00F92
7bb33e01-e208-48b0-9c0b-cd38833b1124,47,female,standard,40.12,55,africa,desktop,13.99,False,paypal,1,0.72,action,B5E398A2
21f1a30f-ff82-424c-b085-7770795446c1,40,female,standard,32.88,36,south america,desktop,13.99,False,crypto,4,0.89,sci-fi,616B4902
5fa579a5-f777-4206-98c3-de5d03627c6c,41,female,standard,6.26,16,oceania,tablet,13.99,False,crypto,4,0.37,action,A88AE861
ffdade4e-d794-42ce-a50d-25f0a5729e88,48,other,premium,16.78,2,europe,mobile,17.99,False,paypal,1,5.59,drama,D9A195BE
e8fda88a-2847-4cb4-b5a0-b7f0c3454405,67,other,standard,3.29,25,north america,tablet,13.99,True,crypto,1,0.13,documentary,53BD873D
e19a5270-f0e0-4586-8893-ca3fabdc2fc8,59,female,basic,20.11,40,south america,desktop,8.99,True,paypal,2,0.49,sci-fi,E12CEA61
46fe1eb8-c6f9-4bd4-8a9a-d91919ed031a,60,female,standard,19.36,45,south america,desktop,13.99,True,debit card,2,0.42,drama,CA1A0BD2
6735d050-2af6-4030-b34f-9687ab1a8914,33,male,basic,2.27,20,south america,desktop,8.99,True,debit card,3,0.11,romance,6E9F02F0
629a11d7-4bd9-4698-b40f-8638ffd900c7,24,female,basic,2.42,56,europe,tablet,8.99,True,crypto,3,0.04,comedy,F0580AAD
39287652-cd55-45d3-99bc-5b4917558f5e,23,other,basic,10.85,13,north america,mobile,8.99,False,paypal,3,0.78,romance,EEA6975D
071f4ab9-b7c8-42b9-9571-dac40f75fe29,34,male,premium,9.59,28,europe,mobile,17.99,False,paypal,4,0.33,action,B4CCE0DF
ebfb8aef-3cb5-40e2-9eed-15a73a544d43,30,male,premium,7.24,40,asia,tv,17.99,False,debit card,5,0.18,documentary,F92912FA
1ce9139b-2013-4a00-b77f-fbab1b020a00,69,male,standard,7.85,43,europe,tv,13.99,True,gift card,5,0.18,action,83F32EAD
9fbdd1e9-64e2-41a4-8753-fb3412bea228,70,female,basic,6.8,6,north america,mobile,8.99,False,debit card,4,0.97,action,DA83E3D0
76d56597-dfb2-4223-845f-b8ff46b00ccd,42,male,premium,0.88,33,oceania,laptop,17.99,True,credit card,1,0.03,comedy,509993AA
7da43629-4c0f-49ff-8bf2-047e7d6ff102,34,male,premium,12.48,53,asia,tablet,17.99,True,gift card,2,0.23,comedy,288539E2
fb2804df-cb81-4735-a73b-15241d47b179,51,female,premium,2.04,6,south america,tv,17.99,False,debit card,2,0.29,drama,2010049A
fd5c0b28-152d-47e2-bc46-c8db8eb99985,27,other,premium,4.57,24,africa,laptop,17.99,True,gift card,4,0.18,documentary,47EE4458
54ff35f5-4b7d-4740-a2b3-4755a628e79a,19,male,standard,19.23,20,oceania,laptop,13.99,False,debit card,3,0.92,romance,D4543BE0
8af34fa6-55d3-4e2f-bb67-94d27ba89512,18,other,standard,16.81,56,oceania,tablet,13.99,True,credit card,2,0.29,drama,968217B4
4ab4899e-8602-4207-8d66-b1d0037f9061,23,other,premium,8.17,38,europe,desktop,17.99,True,paypal,3,0.21,documentary,1A05B11D
d0882378-87e1-4f8c-ae52-9b4c6650ed1d,23,male,basic,7.09,32,europe,tv,8.99,True,credit card,2,0.21,romance,CE41FBB3
95506f85-ac7c-441f-9653-2ff87e09cf22,50,female,premium,7.92,58,asia,desktop,17.99,True,gift card,4,0.13,drama,B4B05294
78f24d23-96c3-46bf-a87a-fb61569fc00b,54,other,standard,10.1,40,oceania,tv,13.99,False,paypal,5,0.25,horror,11D14D86
3d2a67b3-9cdb-4e45-9066-27e51d45cb66,68,female,basic,9.07,32,africa,tv,8.99,True,crypto,3,0.27,romance,77C6EEB5
a8582720-4d1c-4377-8be1-a414bc51938d,70,other,basic,2.24,50,europe,laptop,8.99,True,paypal,5,0.04,documentary,445FC791
6ad7f0b7-91f7-4c49-9d03-085ce4845c8e,28,male,basic,11.25,52,europe,laptop,8.99,True,paypal,5,0.21,action,C7696E89
a9bb3c30-19d3-4f1c-ab31-2749363de6ca,37,male,standard,31.31,53,south america,mobile,13.99,False,gift card,1,0.58,sci-fi,A935647B
6517898e-2c6a-4f44-a25a-33272efdc08d,51,female,premium,8.32,48,europe,tv,17.99,True,credit card,2,0.17,horror,8735DA1D
ce63b3cf-0d7a-499f-a1d7-5ee3a26a0257,18,female,premium,6.8,20,south america,laptop,17.99,False,credit card,4,0.32,drama,A230C694
5911a679-cdb3-4ccc-8ce8-491fb5a5f538,25,female,basic,18.4,55,asia,tv,8.99,True,debit card,4,0.33,drama,CCB71B5E
8f45c680-7d92-47c2-910e-2e4c69803700,33,other,basic,44.72,7,oceania,tablet,8.99,False,paypal,4,5.59,horror,AF349C0C
9141433d-3463-435d-9b27-87d08766f03d,30,female,premium,3.61,43,africa,tablet,17.99,True,paypal,4,0.08,comedy,7647625C
5131e34f-e327-4746-9132-241d79255ecc,22,male,premium,10.68,60,africa,tablet,17.99,False,debit card,5,0.18,action,67B8E532
8a93c9a8-86d1-4fb8-9f0f-89ff6671601a,40,other,basic,8.13,4,oceania,tablet,8.99,False,gift card,4,1.63,romance,7172F69B
61e92891-b875-4291-8e37-00d10b069367,44,male,premium,38.18,49,oceania,tv,17.99,False,gift card,3,0.76,documentary,9590B409
c96e98a2-6211-4466-9096-6c389ef0143a,68,male,basic,1.83,0,africa,mobile,8.99,False,debit card,5,1.83,horror,D01620CF
dd0dd66b-b4e4-4077-b128-50039b87c68f,24,female,basic,47.9,21,oceania,laptop,8.99,False,debit card,4,2.18,romance,A9C8116F
9945eeb5-7747-4c17-a171-35bfde1b29ff,34,female,standard,3.85,55,south america,desktop,13.99,True,gift card,3,0.07,romance,E2527EDC
e3e9c377-2cb7-4ec4-a85a-f59b9e6f298d,62,female,basic,1.55,17,south america,tablet,8.99,True,debit card,2,0.09,action,C13785DD
01bcc59b-2ffe-4146-9c55-05195c1bfd4f,29,female,standard,7.46,58,asia,tablet,13.99,False,credit card,5,0.13,drama,A459A248
66ee8b3e-54d4-47b0-9bdf-a9830a3be6f0,62,female,basic,6.67,47,north america,tv,8.99,True,gift card,2,0.14,documentary,E884E953
042c6d84-17fa-4c97-a537-dcc1ebfc9b19,20,female,premium,4.57,17,south america,laptop,17.99,True,gift card,1,0.25,comedy,736ECBE7
37bf780f-45c1-471c-8158-9f211fbf9e0a,60,female,standard,1.03,2,asia,tablet,13.99,False,paypal,5,0.34,documentary,C1F617F6
57bea9bb-8e3b-4a70-831b-89ec71163a30,25,other,standard,6.71,2,africa,tablet,13.99,False,credit card,4,2.24,sci-fi,FD6156DF
ea197301-ecc0-4b24-b3f2-f9c7aa3efccf,57,male,standard,12.95,27,north america,tv,13.99,False,gift card,4,0.46,horror,6F73F33B
31dab47e-d021-4d4b-8284-98460539ef0a,47,male,standard,3.92,58,africa,tablet,13.99,True,paypal,5,0.07,horror,1DC4FE80
339bd217-4512-4fce-8e0f-a8ee2938f548,54,male,basic,24.44,28,north america,laptop,8.99,False,gift card,4,0.84,drama,C3187865
e4696783-b60d-40f9-8556-b6aaca0439bb,34,female,standard,28.76,11,north america,mobile,13.99,False,paypal,2,2.4,documentary,7B7E6E2D
